date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:23:52	1635/1635	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2011%20Mar%202019%2013:13:53%20GMT	http://unmsm.claro.net.pe/robots.txt		(from )
07:23:53	1244/1244	---M--	200	added ('OK')	text/html	etag:%22ac9577a9a1d7d41:608%22	http://unmsm.claro.net.pe/resultAdmin20192/	S:/My%20Web%20Sites/UNMSM%202019-2/unmsm.claro.net.pe/resultAdmin20192/index.html	(from )
07:23:53	121200/121200	---M-Z	200	added ('OK')	text/css	etag:%221544639647%22	https://maxcdn.bootstrapcdn.com/bootstrap/3.3.7/css/bootstrap.min.css	S:/My%20Web%20Sites/UNMSM%202019-2/maxcdn.bootstrapcdn.com/bootstrap/3.3.7/css/bootstrap.min.css	(from http://unmsm.claro.net.pe/resultAdmin20192/)
07:23:54	625/625	---M--	200	added ('OK')	text/css	etag:%22d1011a9a1d7d41:608%22	http://unmsm.claro.net.pe/resultAdmin20192/css/estilos.css	S:/My%20Web%20Sites/UNMSM%202019-2/unmsm.claro.net.pe/resultAdmin20192/css/estilos.css	(from http://unmsm.claro.net.pe/resultAdmin20192/)
07:23:54	86927/86927	---MC-	200	added ('OK')	text/javascript	date:Thu,%2025%20Jan%202018%2015:33:24%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/3.3.1/jquery.min.js	S:/My%20Web%20Sites/UNMSM%202019-2/ajax.googleapis.com/ajax/libs/jquery/3.3.1/jquery.min.js	(from http://unmsm.claro.net.pe/resultAdmin20192/)
07:23:54	37045/37045	---M-Z	200	added ('OK')	text/javascript	etag:%221544639631%22	https://maxcdn.bootstrapcdn.com/bootstrap/3.3.7/js/bootstrap.min.js	S:/My%20Web%20Sites/UNMSM%202019-2/maxcdn.bootstrapcdn.com/bootstrap/3.3.7/js/bootstrap.min.js	(from http://unmsm.claro.net.pe/resultAdmin20192/)
07:23:55	7272/7272	---M--	200	added ('OK')	text/html	etag:%22796ab28fa1d7d41:608%22	http://unmsm.claro.net.pe/resultAdmin20192/A.html	S:/My%20Web%20Sites/UNMSM%202019-2/unmsm.claro.net.pe/resultAdmin20192/A.html	(from http://unmsm.claro.net.pe/resultAdmin20192/)
07:23:55	6431/6431	---M--	200	added ('OK')	text/html	etag:%2284ebcba8a1d7d41:608%22	http://unmsm.claro.net.pe/resultAdmin20192/C.html	S:/My%20Web%20Sites/UNMSM%202019-2/unmsm.claro.net.pe/resultAdmin20192/C.html	(from http://unmsm.claro.net.pe/resultAdmin20192/)
07:23:56	1317/1317	---M--	200	added ('OK')	text/html	etag:%223ed33aba1d7d41:608%22	http://unmsm.claro.net.pe/resultAdmin20192/J.html	S:/My%20Web%20Sites/UNMSM%202019-2/unmsm.claro.net.pe/resultAdmin20192/J.html	(from http://unmsm.claro.net.pe/resultAdmin20192/)
07:23:56	2616/2616	---M--	200	added ('OK')	text/html	etag:%224fc0d3b2a1d7d41:608%22	http://unmsm.claro.net.pe/resultAdmin20192/N.html	S:/My%20Web%20Sites/UNMSM%202019-2/unmsm.claro.net.pe/resultAdmin20192/N.html	(from http://unmsm.claro.net.pe/resultAdmin20192/)
07:23:57	3251/3251	---M--	200	added ('OK')	text/html	etag:%22739638bda1d7d41:608%22	http://unmsm.claro.net.pe/resultAdmin20192/O.html	S:/My%20Web%20Sites/UNMSM%202019-2/unmsm.claro.net.pe/resultAdmin20192/O.html	(from http://unmsm.claro.net.pe/resultAdmin20192/)
07:23:57	1244/1244	---M--	200	added ('OK')	text/html	etag:%22ac9577a9a1d7d41:608%22	http://unmsm.claro.net.pe/resultAdmin20192/index.html	S:/My%20Web%20Sites/UNMSM%202019-2/unmsm.claro.net.pe/resultAdmin20192/index-2.html	(from http://unmsm.claro.net.pe/resultAdmin20192/A.html)
07:23:58	13723/13723	---M--	200	added ('OK')	text/html	etag:%225873dc3aa1d7d41:608%22	http://unmsm.claro.net.pe/resultAdmin20192/A/011/0.html	S:/My%20Web%20Sites/UNMSM%202019-2/unmsm.claro.net.pe/resultAdmin20192/A/011/0.html	(from http://unmsm.claro.net.pe/resultAdmin20192/A.html)
07:23:58	12685/12685	---M--	200	added ('OK')	text/html	etag:%22067e41a1d7d41:608%22	http://unmsm.claro.net.pe/resultAdmin20192/A/012/0.html	S:/My%20Web%20Sites/UNMSM%202019-2/unmsm.claro.net.pe/resultAdmin20192/A/012/0.html	(from http://unmsm.claro.net.pe/resultAdmin20192/A.html)
07:23:59	12756/12756	---M--	200	added ('OK')	text/html	etag:%22c66faa42a1d7d41:608%22	http://unmsm.claro.net.pe/resultAdmin20192/A/013/0.html	S:/My%20Web%20Sites/UNMSM%202019-2/unmsm.claro.net.pe/resultAdmin20192/A/013/0.html	(from http://unmsm.claro.net.pe/resultAdmin20192/A.html)
07:24:00	12657/12657	---M--	200	added ('OK')	text/html	etag:%2245d8f543a1d7d41:608%22	http://unmsm.claro.net.pe/resultAdmin20192/A/0141/0.html	S:/My%20Web%20Sites/UNMSM%202019-2/unmsm.claro.net.pe/resultAdmin20192/A/0141/0.html	(from http://unmsm.claro.net.pe/resultAdmin20192/A.html)
07:24:00	12734/12734	---M--	200	added ('OK')	text/html	etag:%22b3bd9c44a1d7d41:608%22	http://unmsm.claro.net.pe/resultAdmin20192/A/0142/0.html	S:/My%20Web%20Sites/UNMSM%202019-2/unmsm.claro.net.pe/resultAdmin20192/A/0142/0.html	(from http://unmsm.claro.net.pe/resultAdmin20192/A.html)
07:24:01	12693/12693	---M--	200	added ('OK')	text/html	etag:%2221a34345a1d7d41:608%22	http://unmsm.claro.net.pe/resultAdmin20192/A/0143/0.html	S:/My%20Web%20Sites/UNMSM%202019-2/unmsm.claro.net.pe/resultAdmin20192/A/0143/0.html	(from http://unmsm.claro.net.pe/resultAdmin20192/A.html)
07:24:01	12743/12743	---M--	200	added ('OK')	text/html	etag:%221cc5c645a1d7d41:608%22	http://unmsm.claro.net.pe/resultAdmin20192/A/0144/0.html	S:/My%20Web%20Sites/UNMSM%202019-2/unmsm.claro.net.pe/resultAdmin20192/A/0144/0.html	(from http://unmsm.claro.net.pe/resultAdmin20192/A.html)
07:24:01	12631/12631	---M--	200	added ('OK')	text/html	etag:%22d1ab4e46a1d7d41:608%22	http://unmsm.claro.net.pe/resultAdmin20192/A/015/0.html	S:/My%20Web%20Sites/UNMSM%202019-2/unmsm.claro.net.pe/resultAdmin20192/A/015/0.html	(from http://unmsm.claro.net.pe/resultAdmin20192/A.html)
07:24:02	13531/13531	---M--	200	added ('OK')	text/html	etag:%22f4777d47a1d7d41:608%22	http://unmsm.claro.net.pe/resultAdmin20192/A/022/0.html	S:/My%20Web%20Sites/UNMSM%202019-2/unmsm.claro.net.pe/resultAdmin20192/A/022/0.html	(from http://unmsm.claro.net.pe/resultAdmin20192/A.html)
07:24:02	12727/12727	---M--	200	added ('OK')	text/html	etag:%22bc273a4da1d7d41:608%22	http://unmsm.claro.net.pe/resultAdmin20192/A/023/0.html	S:/My%20Web%20Sites/UNMSM%202019-2/unmsm.claro.net.pe/resultAdmin20192/A/023/0.html	(from http://unmsm.claro.net.pe/resultAdmin20192/A.html)
07:24:03	12654/12654	---M--	200	added ('OK')	text/html	etag:%22ae53a94ea1d7d41:608%22	http://unmsm.claro.net.pe/resultAdmin20192/A/031/0.html	S:/My%20Web%20Sites/UNMSM%202019-2/unmsm.claro.net.pe/resultAdmin20192/A/031/0.html	(from http://unmsm.claro.net.pe/resultAdmin20192/A.html)
07:24:03	12661/12661	---M--	200	added ('OK')	text/html	etag:%2278d56c4fa1d7d41:608%22	http://unmsm.claro.net.pe/resultAdmin20192/A/033/0.html	S:/My%20Web%20Sites/UNMSM%202019-2/unmsm.claro.net.pe/resultAdmin20192/A/033/0.html	(from http://unmsm.claro.net.pe/resultAdmin20192/A.html)
07:24:04	12766/12766	---M--	200	added ('OK')	text/html	etag:%222dbcf44fa1d7d41:608%22	http://unmsm.claro.net.pe/resultAdmin20192/A/034/0.html	S:/My%20Web%20Sites/UNMSM%202019-2/unmsm.claro.net.pe/resultAdmin20192/A/034/0.html	(from http://unmsm.claro.net.pe/resultAdmin20192/A.html)
07:24:04	12822/12822	---M--	200	added ('OK')	text/html	etag:%22e2a27c50a1d7d41:608%22	http://unmsm.claro.net.pe/resultAdmin20192/A/035/0.html	S:/My%20Web%20Sites/UNMSM%202019-2/unmsm.claro.net.pe/resultAdmin20192/A/035/0.html	(from http://unmsm.claro.net.pe/resultAdmin20192/A.html)
07:24:05	12596/12596	---M--	200	added ('OK')	text/html	etag:%226e76d552a1d7d41:608%22	http://unmsm.claro.net.pe/resultAdmin20192/A/036/0.html	S:/My%20Web%20Sites/UNMSM%202019-2/unmsm.claro.net.pe/resultAdmin20192/A/036/0.html	(from http://unmsm.claro.net.pe/resultAdmin20192/A.html)
07:24:05	12531/12531	---M--	200	added ('OK')	text/html	etag:%2280bf5f53a1d7d41:608%22	http://unmsm.claro.net.pe/resultAdmin20192/A/037/0.html	S:/My%20Web%20Sites/UNMSM%202019-2/unmsm.claro.net.pe/resultAdmin20192/A/037/0.html	(from http://unmsm.claro.net.pe/resultAdmin20192/A.html)
07:24:06	1857/1857	---M--	200	added ('OK')	text/html	etag:%2264badb53a1d7d41:608%22	http://unmsm.claro.net.pe/resultAdmin20192/A/038/0.html	S:/My%20Web%20Sites/UNMSM%202019-2/unmsm.claro.net.pe/resultAdmin20192/A/038/0.html	(from http://unmsm.claro.net.pe/resultAdmin20192/A.html)
07:24:06	9210/9210	---M--	200	added ('OK')	text/html	etag:%2260a24454a1d7d41:608%22	http://unmsm.claro.net.pe/resultAdmin20192/A/039/0.html	S:/My%20Web%20Sites/UNMSM%202019-2/unmsm.claro.net.pe/resultAdmin20192/A/039/0.html	(from http://unmsm.claro.net.pe/resultAdmin20192/A.html)
07:24:07	12659/12659	---M--	200	added ('OK')	text/html	etag:%22ff27ab54a1d7d41:608%22	http://unmsm.claro.net.pe/resultAdmin20192/A/041/0.html	S:/My%20Web%20Sites/UNMSM%202019-2/unmsm.claro.net.pe/resultAdmin20192/A/041/0.html	(from http://unmsm.claro.net.pe/resultAdmin20192/A.html)
07:24:07	8857/8857	---M--	200	added ('OK')	text/html	etag:%223c6d9255a1d7d41:608%22	http://unmsm.claro.net.pe/resultAdmin20192/A/042/0.html	S:/My%20Web%20Sites/UNMSM%202019-2/unmsm.claro.net.pe/resultAdmin20192/A/042/0.html	(from http://unmsm.claro.net.pe/resultAdmin20192/A.html)
07:24:08	12548/12548	---M--	200	added ('OK')	text/html	etag:%223855fb55a1d7d41:608%22	http://unmsm.claro.net.pe/resultAdmin20192/A/043/0.html	S:/My%20Web%20Sites/UNMSM%202019-2/unmsm.claro.net.pe/resultAdmin20192/A/043/0.html	(from http://unmsm.claro.net.pe/resultAdmin20192/A.html)
07:24:08	12558/12558	---M--	200	added ('OK')	text/html	etag:%221c507756a1d7d41:608%22	http://unmsm.claro.net.pe/resultAdmin20192/A/051/0.html	S:/My%20Web%20Sites/UNMSM%202019-2/unmsm.claro.net.pe/resultAdmin20192/A/051/0.html	(from http://unmsm.claro.net.pe/resultAdmin20192/A.html)
07:24:09	12605/12605	---M--	200	added ('OK')	text/html	etag:%22861d8757a1d7d41:608%22	http://unmsm.claro.net.pe/resultAdmin20192/A/0611/0.html	S:/My%20Web%20Sites/UNMSM%202019-2/unmsm.claro.net.pe/resultAdmin20192/A/0611/0.html	(from http://unmsm.claro.net.pe/resultAdmin20192/A.html)
07:24:09	12572/12572	---M--	200	added ('OK')	text/html	etag:%22f422e58a1d7d41:608%22	http://unmsm.claro.net.pe/resultAdmin20192/A/0612/0.html	S:/My%20Web%20Sites/UNMSM%202019-2/unmsm.claro.net.pe/resultAdmin20192/A/0612/0.html	(from http://unmsm.claro.net.pe/resultAdmin20192/A.html)
07:24:10	12742/12742	---M--	200	added ('OK')	text/html	etag:%22ef24b158a1d7d41:608%22	http://unmsm.claro.net.pe/resultAdmin20192/A/0613/0.html	S:/My%20Web%20Sites/UNMSM%202019-2/unmsm.claro.net.pe/resultAdmin20192/A/0613/0.html	(from http://unmsm.claro.net.pe/resultAdmin20192/A.html)
07:24:11	12830/12830	---M--	200	added ('OK')	text/html	etag:%2259f2c059a1d7d41:608%22	http://unmsm.claro.net.pe/resultAdmin20192/A/062/0.html	S:/My%20Web%20Sites/UNMSM%202019-2/unmsm.claro.net.pe/resultAdmin20192/A/062/0.html	(from http://unmsm.claro.net.pe/resultAdmin20192/A.html)
07:24:11	12621/12621	---M--	200	added ('OK')	text/html	etag:%22defe6e5aa1d7d41:608%22	http://unmsm.claro.net.pe/resultAdmin20192/A/071/0.html	S:/My%20Web%20Sites/UNMSM%202019-2/unmsm.claro.net.pe/resultAdmin20192/A/071/0.html	(from http://unmsm.claro.net.pe/resultAdmin20192/A.html)
07:24:12	12681/12681	---M--	200	added ('OK')	text/html	etag:%2293e5f65aa1d7d41:608%22	http://unmsm.claro.net.pe/resultAdmin20192/A/072/0.html	S:/My%20Web%20Sites/UNMSM%202019-2/unmsm.claro.net.pe/resultAdmin20192/A/072/0.html	(from http://unmsm.claro.net.pe/resultAdmin20192/A.html)
07:24:12	12716/12716	---M--	200	added ('OK')	text/html	etag:%2243ee15ca1d7d41:608%22	http://unmsm.claro.net.pe/resultAdmin20192/A/073/0.html	S:/My%20Web%20Sites/UNMSM%202019-2/unmsm.claro.net.pe/resultAdmin20192/A/073/0.html	(from http://unmsm.claro.net.pe/resultAdmin20192/A.html)
07:24:13	12673/12673	---M--	200	added ('OK')	text/html	etag:%22b1d3a85ca1d7d41:608%22	http://unmsm.claro.net.pe/resultAdmin20192/A/081/0.html	S:/My%20Web%20Sites/UNMSM%202019-2/unmsm.claro.net.pe/resultAdmin20192/A/081/0.html	(from http://unmsm.claro.net.pe/resultAdmin20192/A.html)
07:24:13	12960/12960	---M--	200	added ('OK')	text/html	etag:%22a4c5fd5da1d7d41:608%22	http://unmsm.claro.net.pe/resultAdmin20192/A/091/0.html	S:/My%20Web%20Sites/UNMSM%202019-2/unmsm.claro.net.pe/resultAdmin20192/A/091/0.html	(from http://unmsm.claro.net.pe/resultAdmin20192/A.html)
07:24:14	12769/12769	---M--	200	added ('OK')	text/html	etag:%22411cfb60a1d7d41:608%22	http://unmsm.claro.net.pe/resultAdmin20192/A/092/0.html	S:/My%20Web%20Sites/UNMSM%202019-2/unmsm.claro.net.pe/resultAdmin20192/A/092/0.html	(from http://unmsm.claro.net.pe/resultAdmin20192/A.html)
07:24:14	12996/12996	---M--	200	added ('OK')	text/html	etag:%2263224462a1d7d41:608%22	http://unmsm.claro.net.pe/resultAdmin20192/A/093/0.html	S:/My%20Web%20Sites/UNMSM%202019-2/unmsm.claro.net.pe/resultAdmin20192/A/093/0.html	(from http://unmsm.claro.net.pe/resultAdmin20192/A.html)
07:24:15	12640/12640	---M--	200	added ('OK')	text/html	etag:%223119165a1d7d41:608%22	http://unmsm.claro.net.pe/resultAdmin20192/A/101/0.html	S:/My%20Web%20Sites/UNMSM%202019-2/unmsm.claro.net.pe/resultAdmin20192/A/101/0.html	(from http://unmsm.claro.net.pe/resultAdmin20192/A.html)
07:24:15	12607/12607	---M--	200	added ('OK')	text/html	etag:%222823ed65a1d7d41:608%22	http://unmsm.claro.net.pe/resultAdmin20192/A/102/0.html	S:/My%20Web%20Sites/UNMSM%202019-2/unmsm.claro.net.pe/resultAdmin20192/A/102/0.html	(from http://unmsm.claro.net.pe/resultAdmin20192/A.html)
07:24:16	12631/12631	---M--	200	added ('OK')	text/html	etag:%22ac69b566a1d7d41:608%22	http://unmsm.claro.net.pe/resultAdmin20192/A/103/0.html	S:/My%20Web%20Sites/UNMSM%202019-2/unmsm.claro.net.pe/resultAdmin20192/A/103/0.html	(from http://unmsm.claro.net.pe/resultAdmin20192/A.html)
07:24:16	13046/13046	---M--	200	added ('OK')	text/html	etag:%224ee3a67a1d7d41:608%22	http://unmsm.claro.net.pe/resultAdmin20192/A/111/0.html	S:/My%20Web%20Sites/UNMSM%202019-2/unmsm.claro.net.pe/resultAdmin20192/A/111/0.html	(from http://unmsm.claro.net.pe/resultAdmin20192/A.html)
07:24:17	12745/12745	---M--	200	added ('OK')	text/html	etag:%221485c6aa1d7d41:608%22	http://unmsm.claro.net.pe/resultAdmin20192/A/112/0.html	S:/My%20Web%20Sites/UNMSM%202019-2/unmsm.claro.net.pe/resultAdmin20192/A/112/0.html	(from http://unmsm.claro.net.pe/resultAdmin20192/A.html)
07:24:17	12715/12715	---M--	200	added ('OK')	text/html	etag:%22514d436ba1d7d41:608%22	http://unmsm.claro.net.pe/resultAdmin20192/A/113/0.html	S:/My%20Web%20Sites/UNMSM%202019-2/unmsm.claro.net.pe/resultAdmin20192/A/113/0.html	(from http://unmsm.claro.net.pe/resultAdmin20192/A.html)
07:24:18	12721/12721	---M--	200	added ('OK')	text/html	etag:%22bb1a536ca1d7d41:608%22	http://unmsm.claro.net.pe/resultAdmin20192/A/121/0.html	S:/My%20Web%20Sites/UNMSM%202019-2/unmsm.claro.net.pe/resultAdmin20192/A/121/0.html	(from http://unmsm.claro.net.pe/resultAdmin20192/A.html)
07:24:18	12569/12569	---M--	200	added ('OK')	text/html	etag:%22c3a7e36da1d7d41:608%22	http://unmsm.claro.net.pe/resultAdmin20192/A/122/0.html	S:/My%20Web%20Sites/UNMSM%202019-2/unmsm.claro.net.pe/resultAdmin20192/A/122/0.html	(from http://unmsm.claro.net.pe/resultAdmin20192/A.html)
07:24:19	12742/12742	---M--	200	added ('OK')	text/html	etag:%22318d8a6ea1d7d41:608%22	http://unmsm.claro.net.pe/resultAdmin20192/A/123/0.html	S:/My%20Web%20Sites/UNMSM%202019-2/unmsm.claro.net.pe/resultAdmin20192/A/123/0.html	(from http://unmsm.claro.net.pe/resultAdmin20192/A.html)
07:24:19	12661/12661	---M--	200	added ('OK')	text/html	etag:%2211706f6fa1d7d41:608%22	http://unmsm.claro.net.pe/resultAdmin20192/A/131/0.html	S:/My%20Web%20Sites/UNMSM%202019-2/unmsm.claro.net.pe/resultAdmin20192/A/131/0.html	(from http://unmsm.claro.net.pe/resultAdmin20192/A.html)
07:24:20	12701/12701	---M--	200	added ('OK')	text/html	etag:%22dcb71870a1d7d41:608%22	http://unmsm.claro.net.pe/resultAdmin20192/A/132/0.html	S:/My%20Web%20Sites/UNMSM%202019-2/unmsm.claro.net.pe/resultAdmin20192/A/132/0.html	(from http://unmsm.claro.net.pe/resultAdmin20192/A.html)
07:24:20	12539/12539	---M--	200	added ('OK')	text/html	etag:%2239cde70a1d7d41:608%22	http://unmsm.claro.net.pe/resultAdmin20192/A/141/0.html	S:/My%20Web%20Sites/UNMSM%202019-2/unmsm.claro.net.pe/resultAdmin20192/A/141/0.html	(from http://unmsm.claro.net.pe/resultAdmin20192/A.html)
07:24:21	8918/8918	---M--	200	added ('OK')	text/html	etag:%22b8826671a1d7d41:608%22	http://unmsm.claro.net.pe/resultAdmin20192/A/142/0.html	S:/My%20Web%20Sites/UNMSM%202019-2/unmsm.claro.net.pe/resultAdmin20192/A/142/0.html	(from http://unmsm.claro.net.pe/resultAdmin20192/A.html)
07:24:21	7444/7444	---M--	200	added ('OK')	text/html	etag:%22b46acf71a1d7d41:608%22	http://unmsm.claro.net.pe/resultAdmin20192/A/144/0.html	S:/My%20Web%20Sites/UNMSM%202019-2/unmsm.claro.net.pe/resultAdmin20192/A/144/0.html	(from http://unmsm.claro.net.pe/resultAdmin20192/A.html)
07:24:22	12587/12587	---M--	200	added ('OK')	text/html	etag:%2253f03572a1d7d41:608%22	http://unmsm.claro.net.pe/resultAdmin20192/A/145/0.html	S:/My%20Web%20Sites/UNMSM%202019-2/unmsm.claro.net.pe/resultAdmin20192/A/145/0.html	(from http://unmsm.claro.net.pe/resultAdmin20192/A.html)
07:24:22	12672/12672	---M--	200	added ('OK')	text/html	etag:%228d7bd72a1d7d41:608%22	http://unmsm.claro.net.pe/resultAdmin20192/A/151/0.html	S:/My%20Web%20Sites/UNMSM%202019-2/unmsm.claro.net.pe/resultAdmin20192/A/151/0.html	(from http://unmsm.claro.net.pe/resultAdmin20192/A.html)
07:24:23	12637/12637	---M--	200	added ('OK')	text/html	etag:%22bcf75f73a1d7d41:608%22	http://unmsm.claro.net.pe/resultAdmin20192/A/152/0.html	S:/My%20Web%20Sites/UNMSM%202019-2/unmsm.claro.net.pe/resultAdmin20192/A/152/0.html	(from http://unmsm.claro.net.pe/resultAdmin20192/A.html)
07:24:23	12692/12692	---M--	200	added ('OK')	text/html	etag:%22e3db2574a1d7d41:608%22	http://unmsm.claro.net.pe/resultAdmin20192/A/153/0.html	S:/My%20Web%20Sites/UNMSM%202019-2/unmsm.claro.net.pe/resultAdmin20192/A/153/0.html	(from http://unmsm.claro.net.pe/resultAdmin20192/A.html)
07:24:24	12518/12518	---M--	200	added ('OK')	text/html	etag:%223b60ab74a1d7d41:608%22	http://unmsm.claro.net.pe/resultAdmin20192/A/154/0.html	S:/My%20Web%20Sites/UNMSM%202019-2/unmsm.claro.net.pe/resultAdmin20192/A/154/0.html	(from http://unmsm.claro.net.pe/resultAdmin20192/A.html)
07:24:24	12718/12718	---M--	200	added ('OK')	text/html	etag:%2236822e75a1d7d41:608%22	http://unmsm.claro.net.pe/resultAdmin20192/A/155/0.html	S:/My%20Web%20Sites/UNMSM%202019-2/unmsm.claro.net.pe/resultAdmin20192/A/155/0.html	(from http://unmsm.claro.net.pe/resultAdmin20192/A.html)
07:24:25	12568/12568	---M--	200	added ('OK')	text/html	etag:%22594e5d76a1d7d41:608%22	http://unmsm.claro.net.pe/resultAdmin20192/A/157/0.html	S:/My%20Web%20Sites/UNMSM%202019-2/unmsm.claro.net.pe/resultAdmin20192/A/157/0.html	(from http://unmsm.claro.net.pe/resultAdmin20192/A.html)
07:24:25	12597/12597	---M--	200	added ('OK')	text/html	etag:%2281f8877a1d7d41:608%22	http://unmsm.claro.net.pe/resultAdmin20192/A/162/0.html	S:/My%20Web%20Sites/UNMSM%202019-2/unmsm.claro.net.pe/resultAdmin20192/A/162/0.html	(from http://unmsm.claro.net.pe/resultAdmin20192/A.html)
07:24:26	12580/12580	---M--	200	added ('OK')	text/html	etag:%22ec8bfe77a1d7d41:608%22	http://unmsm.claro.net.pe/resultAdmin20192/A/163/0.html	S:/My%20Web%20Sites/UNMSM%202019-2/unmsm.claro.net.pe/resultAdmin20192/A/163/0.html	(from http://unmsm.claro.net.pe/resultAdmin20192/A.html)
07:24:26	12609/12609	---M--	200	added ('OK')	text/html	etag:%225a71a578a1d7d41:608%22	http://unmsm.claro.net.pe/resultAdmin20192/A/165/0.html	S:/My%20Web%20Sites/UNMSM%202019-2/unmsm.claro.net.pe/resultAdmin20192/A/165/0.html	(from http://unmsm.claro.net.pe/resultAdmin20192/A.html)
07:24:27	12645/12645	---M--	200	added ('OK')	text/html	etag:%2297b68c79a1d7d41:608%22	http://unmsm.claro.net.pe/resultAdmin20192/A/166/0.html	S:/My%20Web%20Sites/UNMSM%202019-2/unmsm.claro.net.pe/resultAdmin20192/A/166/0.html	(from http://unmsm.claro.net.pe/resultAdmin20192/A.html)
07:24:27	12819/12819	---M--	200	added ('OK')	text/html	etag:%2259c337aa1d7d41:608%22	http://unmsm.claro.net.pe/resultAdmin20192/A/167/0.html	S:/My%20Web%20Sites/UNMSM%202019-2/unmsm.claro.net.pe/resultAdmin20192/A/167/0.html	(from http://unmsm.claro.net.pe/resultAdmin20192/A.html)
07:24:28	12679/12679	---M--	200	added ('OK')	text/html	etag:%22916f8c7ca1d7d41:608%22	http://unmsm.claro.net.pe/resultAdmin20192/A/168/0.html	S:/My%20Web%20Sites/UNMSM%202019-2/unmsm.claro.net.pe/resultAdmin20192/A/168/0.html	(from http://unmsm.claro.net.pe/resultAdmin20192/A.html)
07:24:28	13145/13145	---M--	200	added ('OK')	text/html	etag:%22b43bbb7da1d7d41:608%22	http://unmsm.claro.net.pe/resultAdmin20192/A/171/0.html	S:/My%20Web%20Sites/UNMSM%202019-2/unmsm.claro.net.pe/resultAdmin20192/A/171/0.html	(from http://unmsm.claro.net.pe/resultAdmin20192/A.html)
07:24:29	12687/12687	---M--	200	added ('OK')	text/html	etag:%2278767e81a1d7d41:608%22	http://unmsm.claro.net.pe/resultAdmin20192/A/172/0.html	S:/My%20Web%20Sites/UNMSM%202019-2/unmsm.claro.net.pe/resultAdmin20192/A/172/0.html	(from http://unmsm.claro.net.pe/resultAdmin20192/A.html)
07:24:29	12632/12632	---M--	200	added ('OK')	text/html	etag:%22a0202a82a1d7d41:608%22	http://unmsm.claro.net.pe/resultAdmin20192/A/173/0.html	S:/My%20Web%20Sites/UNMSM%202019-2/unmsm.claro.net.pe/resultAdmin20192/A/173/0.html	(from http://unmsm.claro.net.pe/resultAdmin20192/A.html)
07:24:30	13003/13003	---M--	200	added ('OK')	text/html	etag:%22557b282a1d7d41:608%22	http://unmsm.claro.net.pe/resultAdmin20192/A/181/0.html	S:/My%20Web%20Sites/UNMSM%202019-2/unmsm.claro.net.pe/resultAdmin20192/A/181/0.html	(from http://unmsm.claro.net.pe/resultAdmin20192/A.html)
07:24:30	12699/12699	---M--	200	added ('OK')	text/html	etag:%223899aa85a1d7d41:608%22	http://unmsm.claro.net.pe/resultAdmin20192/A/182/0.html	S:/My%20Web%20Sites/UNMSM%202019-2/unmsm.claro.net.pe/resultAdmin20192/A/182/0.html	(from http://unmsm.claro.net.pe/resultAdmin20192/A.html)
07:24:31	12646/12646	---M--	200	added ('OK')	text/html	etag:%22a266ba86a1d7d41:608%22	http://unmsm.claro.net.pe/resultAdmin20192/A/191/0.html	S:/My%20Web%20Sites/UNMSM%202019-2/unmsm.claro.net.pe/resultAdmin20192/A/191/0.html	(from http://unmsm.claro.net.pe/resultAdmin20192/A.html)
07:24:31	12731/12731	---M--	200	added ('OK')	text/html	etag:%2221cf588a1d7d41:608%22	http://unmsm.claro.net.pe/resultAdmin20192/A/192/0.html	S:/My%20Web%20Sites/UNMSM%202019-2/unmsm.claro.net.pe/resultAdmin20192/A/192/0.html	(from http://unmsm.claro.net.pe/resultAdmin20192/A.html)
07:24:32	12670/12670	---M--	200	added ('OK')	text/html	etag:%222e3a1389a1d7d41:608%22	http://unmsm.claro.net.pe/resultAdmin20192/A/193/0.html	S:/My%20Web%20Sites/UNMSM%202019-2/unmsm.claro.net.pe/resultAdmin20192/A/193/0.html	(from http://unmsm.claro.net.pe/resultAdmin20192/A.html)
07:24:32	12593/12593	---M--	200	added ('OK')	text/html	etag:%22f569258aa1d7d41:608%22	http://unmsm.claro.net.pe/resultAdmin20192/A/194/0.html	S:/My%20Web%20Sites/UNMSM%202019-2/unmsm.claro.net.pe/resultAdmin20192/A/194/0.html	(from http://unmsm.claro.net.pe/resultAdmin20192/A.html)
07:24:33	12989/12989	---M--	200	added ('OK')	text/html	etag:%221b8858ba1d7d41:608%22	http://unmsm.claro.net.pe/resultAdmin20192/A/201/0.html	S:/My%20Web%20Sites/UNMSM%202019-2/unmsm.claro.net.pe/resultAdmin20192/A/201/0.html	(from http://unmsm.claro.net.pe/resultAdmin20192/A.html)
07:24:34	12733/12733	---M--	200	added ('OK')	text/html	etag:%22b8de28ea1d7d41:608%22	http://unmsm.claro.net.pe/resultAdmin20192/A/202/0.html	S:/My%20Web%20Sites/UNMSM%202019-2/unmsm.claro.net.pe/resultAdmin20192/A/202/0.html	(from http://unmsm.claro.net.pe/resultAdmin20192/A.html)
